as_of_mode,summary_date,date,countries_available,countries_missing,coverage_ratio,coverage_warning,configured_weights,effective_weights,global_growth_score,global_inflation_score,global_liquidity_score,global_valuation_score,global_regime,investment_clock,global_investment_clock,us_regime,us_latest_date,china_regime,china_latest_date,eurozone_regime,eurozone_latest_date,run_timestamp,selected_mode,schema_version
last_common_date,,,,"us,china,eurozone",0.0,Global summary is based on incomplete country coverage.,"us:0.50,china:0.25,eurozone:0.25","us:0.00,china:0.00,eurozone:0.00",,,,,partial_view,partial_view,partial_view,,2026-02-01 00:00:00,,2026-03-01 00:00:00,,2024-03-01 00:00:00,2026-03-19 17:41:35.415892,last_common_date,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
latest_available,2026-03-01,2026-03-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.0836914739752812,-0.4907190821276378,0.3709196095321199,0.1738686204606331,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,goldilocks,2024-03-01 00:00:00,2026-03-19 17:51:21.516385,latest_available,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
last_common_date,,,,"us,china,eurozone",0.0,Global summary is based on incomplete country coverage.,"us:0.50,china:0.25,eurozone:0.25","us:0.00,china:0.00,eurozone:0.00",,,,,partial_view,partial_view,partial_view,,2026-02-01 00:00:00,,2026-03-01 00:00:00,,2024-03-01 00:00:00,2026-03-19 17:51:21.516385,last_common_date,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
latest_available,2026-03-01,2026-03-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.0836914739752812,-0.4907190821276378,0.3709196095321199,0.1738686204606331,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,goldilocks,2024-03-01 00:00:00,2026-03-19 17:51:21.470731,latest_available,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
last_common_date,,,,"us,china,eurozone",0.0,Global summary is based on incomplete country coverage.,"us:0.50,china:0.25,eurozone:0.25","us:0.00,china:0.00,eurozone:0.00",,,,,partial_view,partial_view,partial_view,,2026-02-01 00:00:00,,2026-03-01 00:00:00,,2024-03-01 00:00:00,2026-03-19 17:51:21.470731,last_common_date,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
latest_available,2026-03-01,2026-03-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.1778841535769791,-0.3139423868310009,0.0254167980957776,0.0595695388786469,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,reflation,2026-02-01 00:00:00,2026-03-20 04:24:18.285308,latest_available,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
last_common_date,2026-02-01,2026-02-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.2437231003027858,-0.3139423868310009,0.2339074520528983,0.0820331959418362,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,reflation,2026-02-01 00:00:00,2026-03-20 04:24:18.285308,last_common_date,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
latest_available,2026-03-01,2026-03-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.1778841535769791,-0.3139423868310009,0.0254167980957776,0.0595695388786469,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,reflation,2026-02-01 00:00:00,2026-03-20 04:24:25.655912,latest_available,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
last_common_date,2026-02-01,2026-02-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.2437231003027858,-0.3139423868310009,0.2339074520528983,0.0820331959418362,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,reflation,2026-02-01 00:00:00,2026-03-20 04:24:25.655912,last_common_date,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
latest_available,2026-03-01,2026-03-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.1778841535769791,-0.3139423868310009,0.0254167980957776,0.0595695388786469,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,reflation,2026-02-01 00:00:00,2026-03-20 04:35:05.871742,latest_available,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
last_common_date,2026-02-01,2026-02-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.2437231003027858,-0.3139423868310009,0.2339074520528983,0.0820331959418362,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,reflation,2026-02-01 00:00:00,2026-03-20 04:35:05.871742,last_common_date,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
latest_available,2026-03-01,2026-03-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.1778841535769791,-0.3139423868310009,0.0254167980957776,0.0595695388786469,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,reflation,2026-02-01 00:00:00,2026-03-20 04:35:05.871863,latest_available,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
last_common_date,2026-02-01,2026-02-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.2437231003027858,-0.3139423868310009,0.2339074520528983,0.0820331959418362,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,reflation,2026-02-01 00:00:00,2026-03-20 04:35:05.871863,last_common_date,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
latest_available,2026-03-01,2026-03-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.2033662591222401,-0.337996034805416,-0.1358765404954987,0.0595444975614666,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,goldilocks,2026-02-01 00:00:00,2026-03-20 05:14:11.686754,latest_available,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
last_common_date,2026-02-01,2026-02-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.2469639128687572,-0.3382584206227886,0.0339092035081005,0.0820081546246559,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,goldilocks,2026-02-01 00:00:00,2026-03-20 05:14:11.686754,last_common_date,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
latest_available,2026-03-01,2026-03-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.2033662591222401,-0.337996034805416,-0.1358765404954987,0.0595444975614666,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,goldilocks,2026-02-01 00:00:00,2026-03-20 05:14:11.729889,latest_available,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
last_common_date,2026-02-01,2026-02-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.2469639128687572,-0.3382584206227886,0.0339092035081005,0.0820081546246559,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,goldilocks,2026-02-01 00:00:00,2026-03-20 05:14:11.729889,last_common_date,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
latest_available,2026-03-01,2026-03-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.2033662591222401,-0.337996034805416,-0.1358765404954987,0.0595444975614666,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,goldilocks,2026-02-01 00:00:00,2026-03-20 05:58:03.389623,latest_available,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
last_common_date,2026-02-01,2026-02-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.2469639128687572,-0.3382584206227886,0.0339092035081005,0.0820081546246559,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,goldilocks,2026-02-01 00:00:00,2026-03-20 05:58:03.389623,last_common_date,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
latest_available,2026-03-01,2026-03-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.2033662591222401,-0.337996034805416,-0.1358765404954987,0.0595444975614666,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,goldilocks,2026-02-01 00:00:00,2026-03-20 05:58:03.418377,latest_available,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
last_common_date,2026-02-01,2026-02-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.2469639128687572,-0.3382584206227886,0.0339092035081005,0.0820081546246559,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,goldilocks,2026-02-01 00:00:00,2026-03-20 05:58:03.418377,last_common_date,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
latest_available,2026-03-01,2026-03-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.2033662591222401,-0.337996034805416,-0.1358765404954987,0.0595444975614666,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,goldilocks,2026-02-01 00:00:00,2026-03-20 06:07:09.251640,latest_available,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
last_common_date,2026-02-01,2026-02-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.2469639128687572,-0.3382584206227886,0.0339092035081005,0.0820081546246559,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,goldilocks,2026-02-01 00:00:00,2026-03-20 06:07:09.251640,last_common_date,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
latest_available,2026-03-01,2026-03-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.2033662591222401,-0.337996034805416,-0.1358765404954987,0.0595444975614666,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,goldilocks,2026-02-01 00:00:00,2026-03-20 06:08:57.463294,latest_available,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
last_common_date,2026-02-01,2026-02-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.2469639128687572,-0.3382584206227886,0.0339092035081005,0.0820081546246559,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,goldilocks,2026-02-01 00:00:00,2026-03-20 06:08:57.463294,last_common_date,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
latest_available,2026-03-01,2026-03-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.2033662591222401,-0.337996034805416,-0.1358765404954987,0.0595444975614666,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,goldilocks,2026-02-01 00:00:00,2026-03-20 06:31:08.358828,latest_available,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
last_common_date,2026-02-01,2026-02-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.2469639128687572,-0.3382584206227886,0.0339092035081005,0.0820081546246559,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,goldilocks,2026-02-01 00:00:00,2026-03-20 06:31:08.358828,last_common_date,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
latest_available,2026-03-01,2026-03-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.2033662591222401,-0.337996034805416,-0.1358765404954987,0.0595444975614666,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,goldilocks,2026-02-01 00:00:00,2026-03-20 06:31:08.359501,latest_available,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
last_common_date,2026-02-01,2026-02-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.2469639128687572,-0.3382584206227886,0.0339092035081005,0.0820081546246559,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,goldilocks,2026-02-01 00:00:00,2026-03-20 06:31:08.359501,last_common_date,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
latest_available,2026-03-01,2026-03-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.2033662591222401,-0.337996034805416,-0.1358765404954987,0.0595444975614666,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,goldilocks,2026-02-01 00:00:00,2026-03-20 06:33:07.499590,latest_available,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
last_common_date,2026-02-01,2026-02-01,"us,china,eurozone",,1.0,,"us:0.50,china:0.25,eurozone:0.25","us:0.50,china:0.25,eurozone:0.25",0.2469639128687572,-0.3382584206227886,0.0339092035081005,0.0820081546246559,goldilocks,disinflationary_growth,disinflationary_growth,goldilocks,2026-02-01 00:00:00,slowdown,2026-03-01 00:00:00,goldilocks,2026-02-01 00:00:00,2026-03-20 06:33:07.499590,last_common_date,as_of_mode|china_latest_date|china_regime|configured_weights|countries_available|countries_missing|coverage_ratio|coverage_warning|date|effective_weights|eurozone_latest_date|eurozone_regime|global_growth_score|global_inflation_score|global_investment_clock|global_liquidity_score|global_regime|global_valuation_score|investment_clock|run_timestamp|selected_mode|summary_date|us_latest_date|us_regime
